,name,price,link,Xuất xứ,Thời điểm ra mắt,Thời gian bảo hành,Kích thước,Trọng lượng sản phẩm,Chất liệu,Phiên bản CPU,Loại CPU,Số nhân,Tốc độ tối đa,RAM,Kích thước màn hình,Công nghệ màn hình,Chuẩn màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Độ sáng,Chip đồ hoạ (GPU),Dung lượng (ROM),Danh bạ lưu trữ,Thẻ nhớ ngoài,Hỗ trợ thẻ nhớ tối đa,Camera 1,Resolution,Resolution camera 1,Cảm biến,Bảo mật,Tính năng đặc biệt,Số khe SIM,Thẻ SIM,Hỗ trợ mạng,Cổng giao tiếp,Wifi,GPS,Bluetooth,Kết nối khác,Loại PIN,Dung lượng pin,Củ sạc kèm máy,OS,Version,Phụ kiện trong hộp,Chuẩn kháng nước / Bụi bẩn,Tỷ lệ diện tích sử dụng màn hình,CPU,Mật độ điểm ảnh,Bộ nhớ còn lại,Quay phim camera sau,Tính năng,Quay phim camera selfie,Loại RAM,Chất liệu mặt kính,Độ phủ màu,Độ tương phản,Số camera sau,Aperture,Camera 2,Số Camera Selfie,Thông tin thêm,Màu màn hình,Hướng dẫn bảo quản,Hướng dẫn sử dụng,Kích thước màn hình phụ,Camera 3,Resolution camera 2,Tỷ lệ màn hình,Pixel size,Thông báo LED,Camera 4,Độ sáng tối đa,Khẩu độ,Camera Selfie 1,Quay phim camera seflie,Resolution camera 3,Sensor,Làm mát,Pixel Size
76,OPPO A5i Pro 8GB 128GB,6.090.000đ,/dien-thoai/oppo-a5i-pro,Trung Quốc,09/2025,12 tháng,165.71 x 76.24 x 7.99 mm,193 g,Mặt lưng máy: Thủy tinh hữu cơKhung viền: Nhựa,Snapdragon 6s 4G Gen1,Octa-Core,8,2.1 GHz,8 GB,6.67 inch,LCD,HD+,720 x 1604 Pixels,90 Hz,,1000 nits,Adreno 610,128 GB,,,1 TB,,2.0 MP,5.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khoá vân tay cạnh viền,,2,"2 Nano Sim Hoặc 1 Sim, 1 thẻ nhớ",4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,BEIDOUGALILEOGLONASSGPSQZSS,v5.0,OTGNFC,Lithium polymer,6000 mAh,SuperVOOC 45W,Android,Android 15 (ColorOS 15),Que lấy SIMDây cáp sạcCủ sạcSách HDSDVỏ bảo vệMiếng dán màn hình (Đã dán sẵn),IP65,,,,,,,,,Kính cường lực,,,Double rear camera,ƒ/2.2,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
77,Benco V91 Plus 6GB 128GB,3.190.000đ,/dien-thoai/benco-v91-plus,Trung Quốc,09/2024,18 tháng,162.9 x 74.7 x 8.9 mm,193 g,Khung máy: Nhựa cao cấp,Unisoc T606,Octa-Core,8,2 GHz,6 GB,6.56 inch,IPS LCD,HD+,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,500 nits,Mali-G57,128 GB,Không giới hạn,MicroSD,,Standard,50.0 MP,8.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSA-GPSGLONASSBEIDOU,v5.0,,Lithium polymer,5000 mAh,Sạc nhanh 18 W,Android,Android 13.0,Củ sạcCáp Type CTai ngheỐp lưngQue lấy SIM,,,,,,,,,,,,,,ƒ/2.2,,Single selfie camera,,,,,,,,,,,,,,,,,,,
78,Xiaomi Redmi Note 15 Pro 5G 12GB 256GB,10.890.000đ,/dien-thoai/xiaomi-redmi-note-15-pro-5g,Trung Quốc,01/2026,18 tháng,163.61 x 78.09 x 7.96 mm,204 g,Khung máy: NhựaMặt lưng máy: Nhựa cao cấp/Da nhân tạo,MediaTek Dimensity 7400-Ultra,Octa-Core,8,,12 GB,6.83 inch,CrystalRes AMOLED,1.5K,2772 x 1280 pixels,120,,3200 nits,,256 GB,,MicroSD,,Wide,8.0 MP,20.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyểnCảm biến tiệm cận,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Chống va đập 2.5m chứng nhận SGSTính năng AI,2,2 Nano SIM,5G,Cổng sạc: Type C,,GPSGLONASSGALILEOQZSSBDS,v5.4,NFCOTGHồng ngoại,Silicon carbon,6580 mAh,Sạc nhanh 45 W,Android,Android 15 (HyperOS 2),Que lấy SIMSách HDSDCápSạcỐp lưng,IP69K,,,447 ppi,,4K@30fps1080p@30fps1080p@60fps720p@30fps,Flash LEDHDRToàn cảnh (Panorama),1080p@30fps,LPDDR4X + UFS 2.2,Corning Gorilla Glass Victus 2,DCI-P3 wide color gamut,,Double rear camera,ƒ/2.2,Ultra Wide,Single selfie camera,,,,,,,,,,,,,,,,,,,
79,OPPO Reno14 F 5G 8GB 256GB,9.800.000đ,/dien-thoai/oppo-reno14-f,Trung Quốc,06/2025,24 tháng,158.12 x 74.97 x 7.78 mm,180 g,Khung máy: Nhựa cao cấpMặt lưng máy: Thủy tinh hữu cơ,Qualcomm Snapdragon 6 Gen1,Octa-Core,8,2.2 GHz,8 GB,6.57 inch,AMOLED,FHD+,1080 x 2372 Pixels,120 Hz,Điện dung đa điểm,,Adreno 710,256 GB,Không giới hạn,,2 TB,Standard,2.0 MP,32.0 MP,,,,1,2 Nano SIM,5G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPSGLONASSBDSGALILEOQZSS,v5.4,OTGNFC,Lithium polymer,6000 mAh,SuperVOOC 45W,Android,Android 15 (ColorOS 15),Cáp USB Type CCủ sạcSách HDSDQue lấy SIM,"IP66, IP68, IP69",,,,,,,,,,,,Triple rear camera,ƒ/2.2,Wide,Single selfie camera,,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Macro lens,,,,,,,,,,,IMX882,,
80,Samsung Galaxy A16 4GB 128GB,3.490.000đ,/dien-thoai/samsung-galaxy-a16-lte,Việt Nam / Trung Quốc,10/2024,12 tháng,164.4 x 77.9 x 7.9 mm,192 g,Nhựa tổng hợp,MediaTek Helio G99,,8,,4 GB,6.7 inch,Super AMOLED,FHD+,1080 x 2340 Pixels,90 Hz,,,Mali-G57,128 GB,Không giới hạn,,1 TB,,2.0 MP,13.0 MP,,Mở khóa vân tay cạnh bênMẫu hìnhPINMật khẩuMở khóa khuôn mặt,Chạm 2 lần sáng màn hìnhGhi âm cuộc gọi,2,2 Nano SIM,4G,Type C,802.11 a/b/g/n/acWi-Fi Direct,GALILEOGLONASSGPSBEIDOU,v5.3,NFCBluetooth,Pin Li-ion,5000 mAh,,Android,Android 14,Sách HDSDCápQue lấy SIM,IP54,,,,,FullHD 1080p@30fps1080p@120fps,Làm đẹp (Beautify)Xóa phông,,,,,,Triple rear camera,,,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
81,Xiaomi 17 Ultra 5G 16GB 512GB,36.990.000đ,/dien-thoai/xiaomi-17-ultra,Trung Quốc,02/2026,24 tháng,162.9 x 77.6 x 8.29 mm,219 g,Khung máy: Hợp kim nhômMặt lưng máy: Kính,Snapdragon 8 Elite Gen 5,Octa-Core,8,,16 GB,6.9 inch,LTPO AMOLED,2K+,2608 x 1200 Pixels,120 Hz,Điện dung đa điểm,3500 nits,Adreno 830,512 GB,,,,Wide,50.0 MP,50.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến tiệm cậnCon quay hồi chuyểnCảm biến la bànCảm biến khí áp kế,Mở khóa vân tay dưới màn hìnhMật khẩu,,2,2 Nano SIM,5G,Cổng sạc: Type C,Wifi 6Wifi 6EWifi 7,GPSGLONASSGALILEOBDSQZSSNavIC,v5.4,NFC,Lithium polymer,6000 mAh,Sạc nhanh 90 W,Android,Android 16,SạcCáp Type CỐp lưng,IP68,,,,,8K@24/30fps4K@24/30/60/120fps1080p@30/60fps720p@30fps,Ống kính kết hợp cùng Leica,4K@30/60fps1080p@30/60fps,,Xiaomi Shield Glass,,,Triple rear camera,ƒ/2.2,Telephoto,Single selfie camera,Hỗ trợ sạc không dây,Hơn 68 tỷ màu,,,,Ultra Wide,,,,,,,,,,,,,
82,Honor X5c 4GB 64GB,2.890.000đ,/dien-thoai/honor-x5c,Trung Quốc,03/2026,18 tháng,167 x 77 x 7.89 mm,186 g,Khung máy: Nhựa,MediaTek Helio G81,Octa-Core,8,2.2 GHz,4 GB,6.74 inch,TFT LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,450 nits,Mali-G52,64 GB,,MicroSD,,Wide,0.08 MP,5.0 MP,Cảm biến vân tayCảm biến trọng lựcCảm biến ánh sángCảm biến gia tốcCảm biến tiệm cận,Mở khóa vân tay,,2,2 Nano SIM,3G4G,Cổng sạc: Type C,802.11 a/b/g/n/acWi-Fi Direct,GPSA-GPSGLONASSBEIDOUGALILEO,v5.1,NFC,Lithium polymer,5620 mAh,Sạc nhanh 15 W,Android,Android 15 (MagicOS 9),Ốp lưngSạcSách HDSDCủ sạc,,,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.7 GHz,,Khoảng 49 GB,,Làm đẹp (Beautify)Chế độ chân dungNhận diện khuôn mặt,,,Kính cường lực,,,Double rear camera,ƒ/2.2,Ống kính phụ trợ,Single selfie camera,,16.7 Triệu,,,,,,20:15,,,,,,,,,,,
83,OPPO Find N3 5G 16GB 512GB,26.990.000đ,/dien-thoai/oppo-find-n3,Trung Quốc,10/2023,12 tháng,153.4 x 143.1 x 5.9 mm,245 g,Mặt lưng máy: kính cường lực Gorilla Glass 5 (màu vàng)Mặt lưng máy: Da (màu đen)Khung máy: Kim loại,Qualcomm Snapdragon 8 Gen 2,,8,3.2 GHz,16 GB,7.82 inch,2K+,2K+,2268 x 2440 pixels,120 Hz,,2800 nit,Adreno 740,512 GB,Không giới hạn,Không,,Wide,48.0 MP,20.0 MP,Cảm biến tiệm cậnCảm biến vân tayCảm biến ánh sángCảm biến gia tốcCon quay hồi chuyểnCảm biến trọng lực,Mở khóa khuôn mặtMở khóa vân tay dưới màn hìnhMở khóa bằng mật mã,,2,2 Nano SIM,5G,Audio Jack: Type CCổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)Wi-Fi DirectWi-Fi HotspotWifi 6802.11 a/b/g/n/ac/ac wave 2/ax,GPSQZSSGLONASSGALILEOBEIDOU,v5.3,OTGNFC,Lithium polymer,4805 mAh,Sạc nhanh SuperVOOC 67W,Android,Android 13.0,Sách HDSDQue lấy SIMỐp lưngCáp Type CSạc,IPX4,,,426 ppi,,HD 720p@30fpsFullHD 1080p@30fps4K 2160p@30fps,Tự động lấy nét (AF)Nhận diện khuôn mặtHDRXoá phôngLàm đẹp (Beautify)Bộ lọc màuBan đêm (Night Mode),Quay phim 4KQuay phim HDQuay phim FullHD,,Kính Schott UTG,,,Triple rear camera,ƒ/2.4,Telephoto,Double selfie camera,,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,6.3 inch,Ultra Wide,32 MP,,,,,,,,,,,,
84,Nokia 220 4G,990.000đ,/dien-thoai/nokia-220-4g,Trung Quốc,06/2024,12 tháng,127 x 54.2 x 11.63 mm,200 g,Khung máy: Nhựa,Unisoc UMS9117,,,,64 MB,2.8 inch,,QVGA,320 x 240 Pixels,,,,,128 MB,2000 Số,,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,Type C,,,Có,,Pin có thể tháo rời,1450 mAh,,No OS,Không,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Benco V91 Plus 6GB 128GB,3.190.000đ,/dien-thoai/benco-v91-plus,Trung Quốc,09/2024,18 tháng,162.9 x 74.7 x 8.9 mm,193 g,Khung máy: Nhựa cao cấp,Unisoc T606,Octa-Core,8,2 GHz,6 GB,6.56 inch,IPS LCD,HD+,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,500 nits,Mali-G57,128 GB,Không giới hạn,MicroSD,,Standard,50.0 MP,8.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSA-GPSGLONASSBEIDOU,v5.0,,Lithium polymer,5000 mAh,Sạc nhanh 18 W,Android,Android 13.0,Củ sạcCáp Type CTai ngheỐp lưngQue lấy SIM,,,,,,,,,,,,,,ƒ/2.2,,Single selfie camera,,,,,,,,,,,,,,,,,,,
86,iPhone 16 128GB,20.590.000đ,/dien-thoai/iphone-16,Trung Quốc,09/2024,12 tháng,147.6 x 71.6 x 7.8 mm,170 g,Mặt lưng máy: KínhKhung máy: Nhôm nguyên khối,Apple A18,6 - Core,6,,8 GB,6.1 inch,OLED,Super Retina XDR,12.0 MP,,Điện dung đa điểm,,Apple GPU 5 nhân,128 GB,Không giới hạn,Không,,Standard,,,Cảm biến khí áp kếCon quay hồi chuyểnCảm biến gia tốcCảm biến tiệm cậnCảm biến ánh sáng,Mở khóa bằng mật mãMở khóa khuôn mặt,,1,"1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type CAudio Jack: Type C,Wifi 7,GLONASSGALILEOQZSSBEIDOU,v5.3,NFC,Lithium-ion,22 Giờ,,iOS,iOS 18,Cáp USB-C to USB-CQue lấy SIMSách HDSD,IP68,,,,,4K 4320p@24fps4K 2160p@25fps4K 4230p@30fps4K 4230p@60fpsHD 720p@30fpsFullHD 1080p@25fpsFullHD 1080p@60fpsFullHD 1080p@30fps,Tự động lấy nét (AF)HDRNhận diện khuôn mặtChế độ chân dungỔn định hình ảnh quang họcFlash màn hình,,,Phủ Ceramic,,2.000.000:1,Double rear camera,,Ultra Wide,Single selfie camera,Hỗ trợ sạc không dâySạc pin nhanhSạc ngược cho thiết bị khác,,,,,,,,,,,2000 nits,,12.0 MP,Quay phim 4KQuay phim FullHDQuay phim Slow Motion,,,,
87,Honor X7c 8GB 256GB,3.990.000đ,/dien-thoai/honor-x7c,Trung Quốc,11/2024,18 tháng,166.9 x 76.8 x 8.09 mm,194 g,Khung máy: NhựaMặt lưng máy: Nhựa giả da,Snapdragon 685,Octa-Core,8,2.8 GHz,8 GB,6.77 inch,LCD,HD+,720 x 1610 Pixels,120 Hz,Điện dung đa điểm,850 nits,Adreno 610,256 GB,Không giới hạn,MicroSD,1 TB,,2.0 MP,8.0 MP,Cảm biến trọng lựcCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa vân tay,Đa cửa sổNeo điều hướngChụp ảnh bằng cử chỉ,2,2 Nano SIM,4G,Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)Wi-Fi Direct,GPSA-GPSGLONASSBDSGALILEO,v5.0,OTG,Lithium polymer,6000 mAh,Sạc nhanh 35 W,Android,Android 14 (Magic OS 8.0),SạcQue lấy SIMỐp lưngCáp USB-A to USB-C,IP64,90%,4 x Cortex A73 2.8 GHz + 4 x Cortex A53 1.9 GHz,260 ppi,Khoảng 237 GB,FullHD 1080p@30fps,Ban đêm (Night Mode)Chế độ chân dungTrôi nhanh thời gian (Time lapse),Quay phim FullHD,,Kính cường lực,,,Double rear camera,ƒ/2.0,,Single selfie camera,,16.7 Triệu,,,,,,,,,,,,,,,,,
88,Honor X5c 4GB 64GB,2.890.000đ,/dien-thoai/honor-x5c,Trung Quốc,03/2026,18 tháng,167 x 77 x 7.89 mm,186 g,Khung máy: Nhựa,MediaTek Helio G81,Octa-Core,8,2.2 GHz,4 GB,6.74 inch,TFT LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,450 nits,Mali-G52,64 GB,,MicroSD,,Wide,0.08 MP,5.0 MP,Cảm biến vân tayCảm biến trọng lựcCảm biến ánh sángCảm biến gia tốcCảm biến tiệm cận,Mở khóa vân tay,,2,2 Nano SIM,3G4G,Cổng sạc: Type C,802.11 a/b/g/n/acWi-Fi Direct,GPSA-GPSGLONASSBEIDOUGALILEO,v5.1,NFC,Lithium polymer,5620 mAh,Sạc nhanh 15 W,Android,Android 15 (MagicOS 9),Ốp lưngSạcSách HDSDCủ sạc,,,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.7 GHz,,Khoảng 49 GB,,Làm đẹp (Beautify)Chế độ chân dungNhận diện khuôn mặt,,,Kính cường lực,,,Double rear camera,ƒ/2.2,Ống kính phụ trợ,Single selfie camera,,16.7 Triệu,,,,,,20:15,,,,,,,,,,,
89,Inoi 244 Modern Plus 4G,449.000đ,/dien-thoai/inoi-244-modern-plus-4g,Trung Quốc,09/2024,26 tháng,114.6 x 48 x 14.5 mm,76 g,Mặt lưng máy: Nhựa,,,,,,2.4 inch,TFT LCD,QQVGA,128 x 160 Pixels,,,,,128 MB,,MicroSD,64 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,,,,v5.0,Jack 3.5 mm,,1200 mAh,,,,Pin rờiSách HDSDSạc,,,,,,,,,,,,,Single rear camera,,,,,,,,,,,,,,,,,,,,,,
90,Xiaomi Poco M6 Pro 8GB 256GB,4.490.000đ,/dien-thoai/xiaomi-poco-m6-pro-8gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,OPPO Find X9 5G 16GB 512GB,23.990.000đ,/dien-thoai/oppo-find-x9-5g-16gb,Trung Quốc,10/2025,24 tháng,156.98 x 73.93 x 7.99 mm,203 g,Mặt lưng máy: Kính cường lựcKhung viền: Hợp kim nhôm,Dimensity 9500,Octa-Core,8,4.21 GHz,16 GB,6.59 inch,AMOLED,1.5K+,1256 x 2760 Pixels,120,,3600 nits,ARM Mali Drage MC12,512 GB,,,,Chính,2.0 MP,32.0 MP,Cảm biến vân tay,,,2,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,5G,Type C,Wifi 6Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac/ax,,v6.0,OTGNFC,Silicon carbon,7025 mAh,SuperVOOC 80W,Android,Android 16,Que lấy SIMCáp Type CCủ sạcSách HDSDVỏ bảo vệMiếng dán màn hình (Đã dán sẵn),"IP66, IP68, IP69",,,460 ppi,,,,,,,,,Quad rear camera,ƒ/2.4,Góc rộng,Single selfie camera,Hỗ trợ sạc không dây,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Tele tiềm vọng,,,,,Multispectral,,,,,,LYT-600,,
92,Xiaomi Poco M8 Pro 5G 12GB 512GB,11.490.000đ,/dien-thoai/xiaomi-poco-m8-pro,Trung Quốc,01/2026,18 tháng,163.34 x 78.31 x 8.31 mm,205.9 g,Khung máy: NhựaMặt lưng máy: Nhựa cao cấp,Snapdragon 7s Gen 4,Octa-Core,8,2.7 GHz,12 GB,6.83 inch,CrystalRes AMOLED,1.5K,2772 x 1280 pixels,120 Hz,,3200 nits,Qualcomm Adreno,512 GB,,MicroSD,,Wide,8.0 MP,32.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyểnCảm biến tiệm cận,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Tính năng AIChống va đập,2,2 Nano SIM,5G,Cổng sạc: Type C,,GPSGALILEOGLONASSQZSSBDS,v5.4,NFCOTGHồng ngoại,Silicon carbon,6500 mAh,Sạc nhanh 100W,Android,Android 15 (HyperOS 2),SạcCápỐp lưngQue lấy SIMSách HDSD,IP69K,,,447 ppi,,4K@30fps720p@30fps1080p@30/60fps,Flash LEDHDRToàn cảnh (Panorama),720p@30fps1080p@30/60fps,LPDDR4X + UFS 2.2,Corning Gorilla Glass Victus 2,DCI-P3,,Double rear camera,ƒ/2.2,Ultra Wide,Single selfie camera,,,,,,,,,,,,,,,,,,,
93,OPPO Find X9 Pro 5G 16GB 512GB,31.990.000đ,/dien-thoai/oppo-find-x9-pro,Trung Quốc,10/2025,24 tháng,156.98 x 73.93 x 7.99 mm,203 g,Mặt lưng máy: Kính cường lựcKhung viền: Hợp kim nhôm,Dimensity 9500,Octa-Core,8,4.21 GHz,16 GB,6.59 inch,AMOLED,1.5K+,1256 x 2760 Pixels,120,,3600 nits,ARM Mali Drage MC12,512 GB,,,,Chính,2.0 MP,50.0 MP,Cảm biến vân tay,,,2,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,5G,Type C,Wifi 6Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac/ax,,v6.0,OTGNFC,Silicon carbon,7500 mAh,SuperVOOC 80W,Android,Android 16,Que lấy SIMCáp Type CCủ sạcSách HDSDVỏ bảo vệMiếng dán màn hình (Đã dán sẵn),"IP66, IP68, IP69",,,460 ppi,,,,,,,,,Quad rear camera,ƒ/2.0,Ống kính góc siêu rộng,Single selfie camera,Hỗ trợ sạc không dây,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Periscope,,,,,Multispectral,,,,,,Samsung ISOCELL HP5,,
94,RedMagic 11 Air 5G 16GB 512GB,17.990.000đ,/dien-thoai/redmagic-11-air-16gb,Trung Quốc,03/2026,12 tháng,"163,82 x 76,54 x 7,85mm",207 g,Khung viền: Hợp kim nhômMặt lưng máy: Kính Gorilla Glass 5,Snapdragon 8 Elite + Redcore R4,,8,,16 GB,6.85 inch,OLED,1.5K,1216 x 2688 Pixels,144,Điện dung đa điểm,1800 nits,Adreno 830,512 GB,Không giới hạn,Không,,,8.0 MP,16.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCon quay hồi chuyển,Mật khẩuMở khóa vân tay dưới màn hình,"LED RGBSạc không dây 80WCông nghệ 4D Sonic, sóng âm rung động sâu",2,2 Nano SIM,2G3G4G5G,Cổng sạc: Type C,Wifi 6,GLONASSBDSGALILEOGPS,v5.4,NFC,Silicon carbon,7000 mAh,Sạc nhanh 80 W,Android,Android 16,SạcCápỐp lưngQue lấy SIMSách HDSD,IP54,,,,,8K@30fps4K@30/60fps1080p@30/60/120/240fps,HDR,1080p@30/60fps,,Corning Gorilla Glass 7i,,,Double rear camera,ƒ/2.0,Telephoto,Single selfie camera,Hỗ trợ sạc không dây,1 Tỷ,,,,,,,1.12 µm,,,,,,,,,Có,
95,iPhone 16 Plus 128GB,24.590.000đ,/dien-thoai/iphone-16-plus,Trung Quốc,09/2024,12 tháng,160.9 x 77.8 x 7.80 mm,199 g,Mặt lưng máy: KínhKhung máy: Nhôm nguyên khối,Apple A18,6 - Core,6,,8 GB,6.7 inch,OLED,Super Retina XDR,12.0 MP,,Điện dung đa điểm,,Apple GPU 5 nhân,128 GB,Không giới hạn,Không,,Standard,,,Cảm biến khí áp kếCon quay hồi chuyểnCảm biến ánh sángCảm biến la bànCảm biến gia tốcCảm biến tiệm cận,Mở khóa bằng mật mãMở khóa khuôn mặt,,1,"1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type CAudio Jack: Type C,Wifi 7,GALILEOGLONASSBEIDOUGPSQZSS,v5.3,NFC,Lithium-ion,22 Giờ,,iOS,iOS 18,Cáp USB-C to USB-CQue lấy SIMSách HDSD,IP68,,,,,4K 2160p@25fps4K 2160p@24fps4K 2160p@60fps4K 2160p@30fpsFullHD 1080p@25fpsFullHD 1080p@60fpsFullHD 1080p@30fpsHD 720p@30fps4K 4320p@24fps4K 4230p@60fps4K 4230p@30fps,Tự động lấy nét (AF)Ban đêm (Night Mode)HDRLive PhotoFlash màn hìnhNhận diện khuôn mặtỔn định hình ảnh quang họcChế độ chân dung,,,Phủ Ceramic,,2.000.000:1,Double rear camera,,Ultra Wide,Single selfie camera,Sạc ngược cho thiết bị khácHỗ trợ sạc không dâySạc pin nhanh,,,,,,,,,,,2000 nits,,12.0 MP,Quay phim 4KQuay phim FullHD,,,,
96,Honor X8d 8GB 128GB,7.490.000đ,/dien-thoai/honor-x8d,Trung Quốc,03/2026,24 tháng,162.9 x 76.31 x 7.5 mm,188 g,Khung máy: NhựaMặt lưng máy: Nhựa,Snapdragon 6s Gen 2,Octa-Core,8,,8 GB,6.77 inch,AMOLED,FHD+,2392 x 1080 Pixels,120 Hz,Điện dung đa điểm,3000 nits,Adreno 610,128 GB,,,,Wide,5.0 MP,16.0 MP,Cảm biến trọng lựcCảm biến ánh sángCảm biến gia tốcCảm biến la bànCảm biến tiệm cận,Mở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz),GPSA-GPSGLONASSGALILEOBEIDOU,v5.1,OTG,Lithium polymer,7000 mAh,Sạc nhanh 45 W,Android,Android 16,,IP65,,4 x Cortex A73 2.8 GHz + 4 x Cortex A53 1.9 GHz,,Khoảng 115 GB,FullHD 1080p@30fps,Chụp bằng cử chỉChế độ chân dungGương phản chiếu,1080p@30fps,,Kính aluminosilicat,,,Double rear camera,ƒ/2.45,Wide,Single selfie camera,,1.07 tỷ,,,,,,,,,,,,,,,,,
97,Xiaomi 15T Pro 5G 12GB 512GB,17.690.000đ,/dien-thoai/xiaomi-15t-pro,Trung Quốc,09/2025,24 tháng,162.7 x 77.9 x 7.96 mm,210 g,Khung máy: NhômMặt lưng máy: Nhôm,MediaTek Dimensity 9400+,Octa-Core,8,,12 GB,6.83 inch,AMOLED,Đang cập nhật,2772 x 1280 pixels,144 Hz,,3200 nits,,512 GB,,,,Wide,12.0 MP,32.0 MP,Cảm biến tiệm cậnCảm biến la bànCon quay hồi chuyểnCảm biến gia tốc,Mật khẩuMở khóa vân tayMở khóa khuôn mặt,Loa képCuộc gọi ngoại tuyến Xiaomi CallXiaomi Hyper AI,2,2 Nano SIM,5G,Cổng sạc: Type C,Wifi 7,A-GPSBDSGALILEOGLONASSQZSSNavIC,v6.0,NFCOTG,Silicon carbon,5500 mAh,Sạc nhanh 90 W,Android,Android 15,CápSạcQue lấy SIMSách HDSD,IP68,,,447 ppi,,8K@24/30fps4K@24/30/60fps1080p@60fps,HDRChế độ chân dungBan đêm (Night Mode),4K@30/60fps1080p@60fps,LPDDR5X + UFS 4.1,Corning Gorilla Glass,DCI-P3,,Triple rear camera,ƒ/2.2,Telephoto,Single selfie camera,Sạc pin nhanhHỗ trợ sạc không dây,Hơn 68 tỷ màu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Ultra Wide,,,,,,,,,,,Samsung JN5,,
98,Viettel Sumo T2 4G,499.000đ,/dien-thoai/viettel-sumo-t2-4g,Trung Quốc,09/2024,12 tháng,131.2x54x12mm,120 g,Mặt lưng máy: Nhựa,Đang cập nhật,,,,Đang cập nhật,2.4 inch,TFT LCD,QQVGA,160 x 128 Pixels,,,,,128 MB,Không giới hạn,MicroSD,,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,Đang cập nhật,,,v5.0,Jack 3.5 mm,Đang cập nhật,1400 mAh,,Không,Không,Pin rờiSạcSách HDSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
